House_ID,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Month,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh,House_Type_Independent House,House_Type_Villa,Season_Spring,Season_Summer,Season_Winter,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
H00001,-1.0844749201955497,-0.9841960004412407,0.6108363544671433,1.2276354772532,-0.008016400973026342,-0.5673421061695623,1.4866986490860283,1.424636205553251,-0.9757980244584041,0.0,1.1099447316676108,1.7954321181705513,-0.9913608338930807,-1.456064835435634,-0.9339573282468874,-1.447520256261533,0.8413079248891099,-0.33147837550815107,-0.41843533742965683,-0.5093582666735815,1.741962625609355,-0.5862776615645613,-0.1556992145262428,-0.615109544630259,-0.29887224484114183,-0.8037975708966929,-0.20676937340171864,15.19,-0.7321873464434212,-0.3192622349349314,-0.4485545688109766,1.741338009840746,-0.5704218150202771,-0.40011599246292817,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,2.4784787961282104,-0.4143020188930011
H00002,-0.5301672710611952,-0.9841960004412407,0.6108363544671433,0.01873791225743445,1.225276056415651,-0.5673421061695623,-0.6726312697026839,-0.9840711396332241,0.7166227071033763,0.0,1.0685009928952585,-1.3429391387574963,-1.5616050456393058,0.6867826044990739,-1.0729073194314744,-0.9740986894797392,0.5932907950626339,-0.33147837550815107,-0.41843533742965683,1.9632546783438047,-0.5605722297815057,-0.4093362534748163,0.4268984076486596,1.625726683530976,-0.29887224484114183,-0.8037975708966929,0.48923758183790483,7.17,-0.7321873464434212,-0.3192622349349314,-0.4485545688109766,-0.5742710457985439,-0.5704218150202771,-0.40011599246292817,-0.3874096752395779,2.438123139721299,-0.4093193416016687,-0.4034732923929646,-0.4143020188930011
H00003,0.6848303033040063,0.2763816498197143,-0.985078353480978,-1.1901596527383311,-1.2413088583617038,1.7626049417547178,1.4866986490860283,-0.43752490247583914,-1.240238763764932,0.0,0.6422225369510638,1.0454372800995528,0.35278623665159153,-1.456064835435634,-0.2193573735832965,-0.43304547030054635,2.14903460942871,-0.33147837550815107,2.3898555178029395,-0.5093582666735815,-1.6224208281413683,1.1194375124205804,1.5920936519984645,1.625726683530976,-0.29887224484114183,-0.8037975708966929,-0.8729474591310725,8.79,1.365770666288445,-0.3192622349349314,-0.4485545688109766,-0.5742710457985439,1.753088633127491,-0.40011599246292817,-0.3874096752395779,2.438123139721299,-0.4093193416016687,-0.4034732923929646,-0.4143020188930011
H00004,2.3384214721021146,2.1672481252111466,-0.18712099950691735,0.01873791225743445,-0.008016400973026342,-0.5673421061695623,-0.6726312697026839,-0.5116990346614843,-1.2280338065661693,0.0,-1.1457787643704196,-0.01705540716769539,-0.26400852299228394,-1.456064835435634,-0.4575573584711603,0.9195875776474359,-0.19585461802160758,-0.33147837550815107,-0.41843533742965683,1.9632546783438047,0.14360105123608766,0.043633751234930754,0.13559959656120843,-0.615109544630259,-0.29887224484114183,1.2440943294770468,1.3841036671459912,9.96,1.365770666288445,-0.3192622349349314,-0.4485545688109766,-0.5742710457985439,-0.5704218150202771,2.499275257268435,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,-0.4034732923929646,-0.4143020188930011
H00005,-0.7653280919060729,-0.9841960004412407,1.4087937084412039,1.2276354772532,1.225276056415651,-0.5673421061695623,-0.6726312697026839,0.9210328870296606,1.0095416798736838,0.0,-1.5957393567559586,-0.9322276798138541,1.9878742315565832,0.6867826044990739,-1.9463072640203076,-0.027255555916151693,-0.4438717478480835,-0.33147837550815107,-0.41843533742965683,1.9632546783438047,1.306045832598464,0.5036814122682677,-0.446998025613694,-0.615109544630259,-0.29887224484114183,-0.8037975708966929,2.467885926019118,13.65,-0.7321873464434212,-0.3192622349349314,-0.4485545688109766,1.741338009840746,-0.5704218150202771,2.499275257268435,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,-0.4034732923929646,-0.4143020188930011
H00006,1.802777380177671,1.5369593000806692,-0.18712099950691735,1.2276354772532,-1.2413088583617038,-0.5673421061695623,-0.6726312697026839,0.5306427176315285,1.448920139029146,0.0,0.6303814687303915,0.0677654376141439,-0.07198751291447354,-1.456064835435634,-0.39800736224919436,-1.1093619942745374,-0.0605725472071662,-0.33147837550815107,-0.41843533742965683,1.9632546783438047,1.116030820260383,0.10733265814723934,-0.7382968367011452,-0.615109544630259,-0.29887224484114183,-0.8037975708966929,-0.36585667745648975,13.53,-0.7321873464434212,3.1322213859832457,-0.4485545688109766,1.741338009840746,-0.5704218150202771,-0.40011599246292817,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,2.4784787961282104,-0.4143020188930011
H00007,2.4373383253146423,2.1672481252111466,-0.18712099950691735,-1.1901596527383311,-0.008016400973026342,1.7626049417547178,1.4866986490860283,1.276287941181961,1.7011559211369118,0.0,0.48828865008232697,0.8445458056162496,0.8532046265513394,0.6867826044990739,0.6143425735242258,1.122482534839633,-1.1653761255251043,3.016788043766102,2.3898555178029395,-0.5093582666735815,1.5854796742721122,-0.6145882868589203,-0.446998025613694,-0.615109544630259,-0.29887224484114183,-0.8037975708966929,1.1819302182430533,19.4,-0.7321873464434212,3.1322213859832457,-0.4485545688109766,1.741338009840746,-0.5704218150202771,-0.40011599246292817,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,-0.4034732923929646,-0.4143020188930011
H00008,-0.6757430172985004,-0.35390717531076316,1.4087937084412039,1.2276354772532,1.225276056415651,-0.5673421061695623,-0.6726312697026839,-0.9840711396332241,-0.28011546412892246,0.0,0.03832805769678773,0.2507998921433757,0.7717411677304509,0.6867826044990739,1.4083425231504376,-1.447520256261533,1.0667780429131788,-0.33147837550815107,-0.41843533742965683,-0.5093582666735815,-1.5777114134735848,-0.8410732892137941,1.5920936519984645,-0.615109544630259,-0.29887224484114183,1.2440943294770468,-1.045292038523741,9.4,-0.7321873464434212,-0.3192622349349314,-0.4485545688109766,-0.5742710457985439,1.753088633127491,-0.40011599246292817,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,-0.4034732923929646,2.413698110069464
H00009,2.4373383253146423,2.1672481252111466,-0.18712099950691735,-1.1901596527383311,1.225276056415651,-0.5673421061695623,-0.6726312697026839,-0.9294165159174855,-0.04415295828617425,0.0,0.6718252075027439,-0.3608030412835695,-0.7818833683536511,0.6867826044990739,0.01884261130456685,-1.1769936466719364,1.404983219949282,-0.33147837550815107,-0.41843533742965683,-0.5093582666735815,-1.2982775717999366,0.7797100088882702,-1.6121932699634989,-0.615109544630259,-0.29887224484114183,-0.8037975708966929,0.5754098715342384,10.75,-0.7321873464434212,3.1322213859832457,-0.4485545688109766,-0.5742710457985439,1.753088633127491,-0.40011599246292817,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,-0.4034732923929646,2.413698110069464
H00010,0.46273397250606624,0.2763816498197143,-1.7830357074550387,-1.1901596527383311,-1.2413088583617038,-0.5673421061695623,-0.6726312697026839,-0.9840711396332241,-0.4916680555741448,0.0,0.6363020028407279,-1.9813276021155484,-0.31637788937714123,-1.456064835435634,-1.6485572829104782,-0.90646703708234,0.796213901284296,-0.33147837550815107,-0.41843533742965683,-0.5093582666735815,-1.5330019988058012,-0.2323948453850713,1.5920936519984645,-0.615109544630259,-0.29887224484114183,-0.8037975708966929,-0.7072315174073528,6.9,1.365770666288445,-0.3192622349349314,-0.4485545688109766,-0.5742710457985439,1.753088633127491,-0.40011599246292817,-0.3874096752395779,-0.41015155621479793,-0.4093193416016687,-0.4034732923929646,2.413698110069464
